code,chushicaifu,gongzuonengli,jiankangtouzi,caichanbaoxian,jiedaijihui,touzi,fengxiantouzi,fumianchongji,maicaipiao,shengbing,shiye,biao
zuqpu1wo,0,0,0,0,0,0,0,2,0,1,0,11
xcoc0hf4,0,0,0,0,0,0,0,1,0,2,0,11
5ie1bpu4,0,2,0,0,0,0,0,3,0,2,0,11
9t4dpmrw,0,0,0,0,0,0,0,2,0,2,0,11
6xnpwopr,0,0,0,0,0,0,0,1,0,2,0,11
3mrhtpe3,0,0,2,1,0,0,0,0,0,1,1,11
oiwrp35s,0,0,0,0,0,0,0,1,0,0,1,11
1pxzy631,1,1,1,1,0,1,1,0,0,2,0,11
hdp578ga,0,0,2,1,0,0,0,0,0,1,1,11
w9vla1hv,0,0,2,1,0,0,0,0,0,1,1,11
g990zma5,1,0,1,1,0,1,1,0,0,1,0,11
96b2y1fq,0,0,0,0,0,0,0,0,0,1,0,11
sqajrww1,0,0,0,0,0,0,0,1,0,1,0,11
3c7rd5ya,1,1,2,1,0,1,1,0,0,1,0,11
4qo41x6y,0,0,0,1,1,1,1,0,0,2,0,11
tzn75yhk,0,1,0,0,0,0,0,3,0,1,0,11
6ac48e1h,1,0,1,1,1,1,1,0,0,1,0,11
bysqs2ac,0,0,0,0,0,0,0,0,0,0,1,11
42bbeqpm,0,1,2,1,0,0,0,0,0,3,0,11
tg2aszys,0,0,2,1,0,0,0,0,0,1,0,11
gn1bxo37,0,1,1,1,0,1,1,0,0,3,0,11
57n9cs6z,1,1,1,1,0,1,1,0,0,2,0,11
qyyocas4,0,0,2,1,0,0,0,0,0,1,0,11
nxc2bm09,0,2,1,1,1,1,1,0,0,3,0,11
0nu0s221,0,1,1,1,1,1,1,0,0,3,0,11
ssewy7zs,1,2,1,1,0,1,1,0,0,0,0,11
z873r4vo,1,1,1,1,1,1,1,0,0,1,0,11
h78j7j8m,1,2,1,1,1,1,1,0,0,1,0,11
51cbn7o1,0,1,0,1,1,1,1,0,0,1,0,11
qctopukw,1,1,2,1,1,1,1,0,0,1,0,11
z0rxrnnq,1,1,1,1,1,1,1,0,0,1,0,11
przvq4kq,1,1,1,1,1,1,0,0,0,0,0,11
ody1m92z,0,0,2,1,0,0,0,0,0,2,0,11
t7uhl32a,0,0,0,0,1,1,1,0,0,1,0,11
cn2055xk,0,1,2,1,0,0,0,0,0,2,0,11
d39a3neo,0,2,0,0,0,0,0,2,0,1,0,11
dxl7j2a8,0,1,2,1,1,1,1,0,0,3,0,11
8a4otv31,1,0,1,1,1,1,1,0,0,0,0,11
0005b37f,1,0,1,1,0,1,1,0,0,1,0,11
wak4ycex,0,1,0,0,0,0,0,0,0,1,0,11
2be0jkh2,0,0,2,1,0,0,0,0,0,1,0,11
u1m4seev,1,2,1,1,0,1,1,0,0,1,0,11
fh8ly4jj,1,1,1,1,1,1,1,0,0,1,0,11
1qzlh5mu,0,1,2,1,0,0,0,0,0,2,0,11
bptmjh3d,1,2,1,1,0,1,1,0,0,3,0,11
kibuds7n,0,0,0,0,0,0,0,1,0,0,0,11
rjsd3agm,0,1,2,1,0,0,0,0,0,2,0,11
jyf560kk,0,1,0,0,0,0,0,1,0,1,0,11
drsd3gfr,0,1,1,1,1,1,1,0,0,1,0,11
x6zxi4xg,0,0,2,1,0,0,0,0,0,0,0,11
1o1f1gpp,0,2,2,1,0,0,0,0,0,3,0,11
lcruc2lq,1,2,2,1,1,1,1,0,0,1,0,11
4alcifnr,1,1,1,1,0,1,1,0,0,1,0,11
kudii6oy,0,2,1,1,0,1,1,0,0,2,0,11
kxq00qk5,1,1,1,1,1,1,1,0,0,1,0,11
4c16txm9,0,1,1,1,1,1,1,0,0,1,0,11
5ts6tpzo,0,2,0,0,0,0,0,0,0,2,0,11
ag8yu9h7,1,1,1,1,1,1,1,0,0,2,0,11
3o1v9r1m,0,2,2,1,0,0,0,0,0,3,0,11
idw6uw5h,1,0,1,1,0,1,1,0,0,1,0,11
scbb77jn,1,2,1,1,0,1,1,0,0,2,0,11
tgyt0okw,1,1,1,1,1,1,1,0,0,2,0,11
j4rjykeb,0,0,2,1,0,0,0,0,0,3,0,11
sca5toky,1,1,1,1,0,1,1,0,0,1,0,11
0ff2742h,1,0,1,1,1,1,1,0,0,0,0,11
9i73mzxn,1,1,1,1,1,1,1,0,0,0,0,11
tl39jvsk,1,1,1,1,0,1,1,0,0,2,0,11
vnykm72k,0,2,0,0,0,0,0,1,0,1,0,11
7qaw85j9,1,2,2,1,0,1,1,0,0,1,0,11
lrqw3xla,0,1,1,1,1,1,1,0,0,1,0,11
w3icbwph,1,2,1,1,0,0,0,0,0,2,0,11
0h6a0xq8,0,1,0,0,0,0,0,3,0,1,0,11
5kkr5060,0,1,0,0,0,0,0,0,0,1,0,11
c7k2ws0c,1,1,1,1,0,1,1,0,0,2,0,11
3di9vioo,1,2,1,1,0,1,1,0,0,1,0,11
luq8s82b,1,1,1,1,1,1,1,0,0,1,0,11
074xligf,1,1,1,1,0,1,0,0,0,1,0,11
bieu6mpr,1,1,1,1,0,1,1,0,0,1,0,11
0x4d1g7c,1,1,1,1,1,1,1,0,0,0,0,11
p7c86bd0,1,0,1,1,1,1,1,0,0,2,0,11
x6n7t8hs,1,2,1,1,1,1,1,0,0,0,0,11
9jhn3kb4,0,1,0,0,0,0,0,0,0,1,0,11
68araqh7,0,2,0,0,0,0,0,1,0,2,0,11
bi13mblu,1,2,1,1,0,1,1,0,0,2,0,11
hf30noug,1,2,1,1,0,1,1,0,0,1,0,11
1gblxsq7,1,1,1,1,0,1,1,0,0,0,0,11
mykpue2n,1,1,1,1,1,1,1,0,0,1,0,11
0j3nkqts,1,1,1,1,1,1,1,0,0,0,0,11
i6gy2wgj,1,1,2,1,1,1,1,0,0,2,0,11
8cyh64c7,0,1,2,1,0,0,0,0,0,2,0,11
o6m81rh2,0,1,2,1,0,0,0,0,0,1,0,11
h3fu78yg,0,1,1,1,1,1,1,0,0,1,0,11
sqfmjhqp,0,2,0,0,0,0,0,1,0,1,0,11
48l4ehb6,0,1,1,1,1,1,1,0,0,1,0,11
o7pqerl1,1,2,1,1,0,1,1,0,0,1,0,11
m3vk4d40,1,1,1,1,0,1,1,0,0,1,0,11
3rqszw2y,1,2,1,1,0,1,0,0,0,2,0,11
jicuopmz,0,0,2,1,0,0,0,0,0,0,0,11
8takecva,1,2,1,1,0,1,0,0,0,1,0,11
p1dzzr2s,1,2,1,1,0,1,1,0,0,2,0,11
lxt7o6sm,1,2,1,1,0,1,0,0,0,1,0,11
i6lqx8ts,0,0,0,0,0,0,0,0,0,0,0,11
mzj836b0,0,1,0,0,0,0,0,0,0,0,0,11
t30mf55p,0,1,0,0,0,0,0,2,0,0,0,11
n7vpemz2,1,1,1,1,0,1,1,0,0,1,0,11
j1e40ha7,0,1,1,1,1,1,1,0,0,0,0,11
k1bp6zpx,1,2,1,1,0,1,1,0,0,1,0,11
3j49d97z,1,2,2,1,1,1,0,0,0,1,0,11
pr11yrv8,0,1,0,0,0,0,0,0,0,1,0,11
yaiqosbx,1,1,1,1,0,1,1,0,0,0,0,11
z668vjdm,0,0,2,1,0,0,0,0,0,1,0,11
3vpcaply,0,0,2,1,0,0,0,0,0,1,0,11
s270rho2,1,2,1,1,0,1,1,0,0,2,0,11
0xxgoaz8,0,1,0,0,0,0,0,0,0,1,0,11
c1h7bw1a,0,1,1,1,0,1,1,0,0,1,0,11
qdpt3asx,0,1,1,1,1,1,1,0,0,1,0,11
8s1edw15,1,2,1,1,1,1,1,0,0,1,0,11
m0rj3925,0,0,2,1,0,0,0,0,0,1,0,11
hk4udpqv,1,1,1,1,1,1,1,0,0,2,0,11
jj2wn94h,1,2,1,1,0,1,1,0,0,1,0,11
odyzp5vx,0,1,2,1,0,0,0,0,0,2,0,11
1v3nqxwb,0,0,0,0,0,0,0,2,0,0,0,11
5zc86wny,1,1,1,1,0,1,1,0,0,1,0,11
xe3765ql,1,2,2,1,1,1,1,0,0,1,0,11
11qpbunz,0,1,0,0,0,0,0,0,0,1,0,11
n26lbqa5,1,0,1,1,1,1,1,0,0,0,0,11
8yww2xfk,0,1,2,1,0,0,0,0,0,0,0,11
ktiz1h1g,0,1,2,1,0,0,0,0,0,1,0,11
pdtmhm69,1,2,1,1,0,1,1,0,0,0,0,11
edydbr11,0,1,0,0,0,0,0,1,0,1,0,11
jj25twuw,0,1,2,1,0,0,0,0,0,1,0,11
v26mzb6c,0,1,0,0,0,0,0,0,0,0,0,11
z4v1vnsp,1,2,1,1,1,1,1,0,0,1,0,11
ot3r1xw1,0,0,0,0,0,0,0,1,0,0,0,11
9cikjguk,0,2,0,0,0,0,0,2,0,0,0,11
bdec0ba1,1,2,2,1,0,1,1,0,0,1,0,11
x6cv314a,0,1,0,0,0,0,0,0,0,1,0,11
dnwj15ee,0,1,2,1,0,0,0,0,0,2,0,11
3zjizqly,0,2,0,0,0,0,0,0,0,1,0,11
410e0tw2,0,1,2,1,0,0,0,0,0,2,0,11
kgm6ppuo,0,0,2,1,0,0,0,0,0,0,0,11
v3tqtmd8,1,2,2,1,0,1,1,0,0,0,0,11
4hjk8ew7,0,2,0,0,0,0,0,1,0,0,0,11
ttjy4cwz,0,2,1,1,1,1,1,0,0,0,0,11
0jkf3488,0,2,1,1,1,1,1,0,0,2,0,11
n1yognqv,0,0,2,1,0,0,0,0,0,1,0,11
uefnt3zt,0,0,0,0,0,0,0,0,0,0,0,11
5kipyxnx,1,1,1,1,1,1,1,0,0,1,0,11
jwxxxv7d,0,1,2,1,0,0,0,0,0,1,0,11
zyy7lwna,0,1,0,0,0,0,0,0,0,0,0,11
26ovv9nz,1,2,2,1,0,1,1,0,0,0,0,11
hb9e1b5f,1,1,1,1,1,1,1,0,0,1,0,11
79qn2mgn,1,1,1,1,1,1,1,0,0,1,0,11
hhrookd2,0,1,0,0,0,0,0,0,0,1,0,11
l3hb9yeg,0,2,1,1,1,1,1,0,0,2,0,11
a60k5i9w,0,2,0,0,0,0,0,0,0,2,0,11
zm1faos5,0,2,1,1,1,1,1,0,0,1,0,11
387fhffi,1,2,1,1,0,1,1,0,0,1,0,11
7vz4x7mn,1,2,2,1,1,1,1,0,0,1,0,11
n9hxv5lk,0,1,0,0,0,0,0,0,0,0,0,11
gxr64i8r,0,1,0,0,0,0,0,1,0,0,0,11
6gir6eim,0,1,2,1,0,0,0,0,0,1,0,11
itjzqni7,0,1,1,1,1,1,1,0,0,1,0,11
hogk0jl9,0,2,0,0,0,0,0,0,0,1,0,11
11e94pe7,1,2,2,1,0,0,1,0,0,0,0,11
apblb506,1,2,1,1,0,1,0,0,0,1,0,11
mh3nw2gr,1,2,1,1,1,1,1,0,0,1,0,11
szjrd90v,0,1,2,1,0,0,0,0,0,1,0,11
g91ye1x3,0,2,2,1,1,1,1,0,0,1,0,11
7voc4ywi,1,1,1,1,0,1,1,0,0,1,0,11
m9hu5tku,1,2,1,1,0,1,1,0,0,1,0,11
1eydd0jj,1,2,1,1,0,1,1,0,0,1,0,11
b0je0mwr,0,2,0,0,0,0,0,0,0,1,0,11
s9ck61wv,0,1,2,1,0,0,0,0,0,1,0,11
iuy2mq1n,1,2,2,1,0,1,1,0,0,1,0,11
0cpchq58,1,2,2,1,0,1,1,0,0,1,0,11
rfnis2ed,1,2,1,1,0,1,1,0,0,0,0,11
idr031u6,1,2,2,1,0,1,1,0,0,1,0,11
8nmazok9,0,2,1,1,1,1,1,0,0,0,0,11
g004gng8,0,1,1,1,1,1,1,0,0,0,0,11
yofqpucq,1,2,1,1,0,1,1,0,0,1,0,11
hq6lddx8,0,2,2,1,0,0,0,0,0,1,0,11
nq2n4d1a,0,2,1,1,1,1,0,0,0,1,0,11
6e0ikkw9,1,2,1,1,0,1,1,0,0,1,0,11
d67hp72e,0,2,2,1,0,0,0,0,0,1,0,11
1yemb6kz,1,1,1,1,0,1,1,0,0,1,0,11
y0q2jnsm,0,2,0,0,0,0,0,2,0,0,0,11
0k6r6bgl,0,2,2,1,0,0,0,0,0,1,0,11
uabw3inx,0,2,0,1,0,1,1,0,0,0,0,11
nbmjj5a1,1,2,1,1,0,1,1,0,0,1,0,11
kesgwead,0,2,2,1,0,0,0,0,0,1,0,11
uvakwdur,0,1,0,0,0,0,0,0,0,0,0,11
5s59rl9r,1,2,2,1,0,1,1,0,0,1,0,11
kn4swjew,0,2,0,0,0,0,0,2,0,1,0,11
njz0vu08,1,2,1,1,0,1,1,0,0,1,0,11
plvgf0eg,0,2,0,0,0,0,0,0,0,1,0,11
o73qrv2n,0,2,2,1,0,0,0,0,0,0,0,11
z2rsp6um,1,2,2,1,1,1,1,0,0,0,0,11
d6harnae,0,2,1,1,0,1,1,0,0,0,0,11
k93onftx,1,2,2,1,1,1,1,0,0,0,0,11
v74p7xt0,1,1,1,1,0,1,1,0,0,1,0,11
xluifzfl,1,1,0,1,1,1,1,0,0,0,0,11
czeeddwe,1,2,1,1,0,1,1,0,0,3,0,11
cdxl50hf,1,2,1,1,0,1,1,0,0,0,0,11
cfdf5lmg,1,2,1,1,1,1,1,0,0,1,0,11
6l4hmpzv,1,1,1,1,1,1,1,0,0,1,0,11
nxlvuopa,1,2,1,1,0,1,1,0,0,1,0,11
v5p7lv20,1,2,2,1,0,1,1,0,0,2,0,11
xxrcf92l,1,2,1,1,0,1,1,0,0,0,0,11
1gpsk1od,1,2,2,1,0,1,1,0,0,1,0,11
pva278uh,1,2,1,1,1,1,1,0,0,0,0,11
lmp9ngf4,1,2,1,1,0,1,1,0,0,0,0,12
8tid5gfd,1,2,1,1,1,1,1,0,0,0,0,12
nn97tpch,1,2,1,1,0,1,1,0,0,1,0,12
kpo7dpw7,1,2,2,1,1,1,1,0,0,0,0,12
xluifzfl,1,1,2,1,1,1,1,0,0,3,0,12
h7b871s6,1,2,1,1,1,1,1,0,0,1,0,12
wc6s9dsl,1,0,1,1,0,1,1,0,0,2,0,12
u0fm0adl,1,2,1,1,1,1,1,0,0,0,0,12
rv0au94i,1,2,1,1,0,1,1,0,0,1,0,12
h78j7j8m,1,0,1,1,0,1,1,0,0,1,1,12
8fqgkizh,1,0,0,1,0,1,1,0,0,0,1,12
keqepf0m,1,2,1,1,1,1,1,0,0,3,0,12
7rmwik5s,1,2,1,1,1,1,1,0,0,1,0,12
ytgj1t65,1,1,1,1,0,1,0,0,0,1,0,12
0g7sv439,0,0,0,0,0,0,0,2,0,2,1,12
lgomy8eq,1,0,1,1,1,1,1,0,0,2,0,12
0cpchq58,1,0,1,1,0,1,1,0,0,2,1,12
u1m4seev,1,1,1,1,0,1,1,0,0,3,0,12
k93onftx,1,2,2,1,1,1,1,0,0,1,0,12
qrj0woux,0,0,0,0,0,0,0,2,0,1,1,12
9pofl3q7,0,0,0,0,0,0,0,2,0,1,1,12
5cs0wmvl,0,0,0,0,0,0,0,0,0,3,0,12
96b2y1fq,0,0,0,0,0,0,0,3,0,2,0,12
lcruc2lq,1,1,1,1,1,1,1,0,0,2,0,12
uabw3inx,1,0,0,1,0,1,1,0,0,2,1,12
w3icbwph,1,0,0,0,0,0,0,1,0,1,1,12
n580gnmu,1,1,2,1,0,1,1,0,0,2,0,12
oiwrp35s,0,0,0,0,0,0,0,0,0,2,1,12
z0rxrnnq,1,2,1,1,1,1,1,0,0,1,0,12
26qqxpjj,1,2,1,1,1,1,1,0,0,2,0,12
ufku1mka,0,1,0,0,0,0,0,2,0,2,0,12
0ff2742h,1,0,0,0,0,0,0,2,0,1,1,12
1gpsk1od,1,2,2,1,0,1,1,0,0,2,0,12
qyyocas4,0,0,2,1,0,0,0,0,0,1,1,12
0005b37f,1,0,0,1,1,1,1,0,0,2,0,12
pr11yrv8,0,1,0,0,0,0,0,2,0,3,0,12
037gym6i,0,0,0,0,0,0,0,2,0,1,1,12
wak4ycex,0,0,0,0,0,0,0,1,0,1,1,12
mdt16lqz,0,0,0,0,0,0,0,3,0,2,0,12
uefnt3zt,0,0,0,0,0,0,0,1,0,1,0,12
awof1evv,0,0,0,0,0,0,0,2,0,2,0,12
v6of81mc,0,0,2,1,0,0,0,0,0,1,1,12
cn2055xk,0,0,2,1,0,0,0,0,0,3,0,12
0nu0s221,0,0,0,0,0,0,0,1,0,2,0,12
0tv4w4i5,1,2,1,1,0,1,1,0,0,3,0,12
i3wgnab9,0,0,0,0,0,0,0,0,0,3,0,12
mykpue2n,1,1,2,1,1,1,1,0,0,2,0,12
t9m6tgki,0,0,0,0,0,0,0,1,0,0,1,12
ot3r1xw1,0,0,0,0,0,0,0,2,0,2,0,12
9t4dpmrw,0,0,0,0,0,0,0,1,0,2,0,12
yl8zd4ee,0,0,0,0,0,0,0,1,0,2,0,12
jbfzncen,1,1,1,1,0,1,1,0,0,2,0,12
tkz7zh9u,1,2,1,1,1,1,0,0,0,2,0,12
t7uhl32a,1,0,1,1,0,0,1,0,0,3,0,12
y5lufa6m,1,1,1,1,1,1,1,0,0,1,0,12
mvvdc51v,1,2,2,1,0,1,1,0,0,1,0,12
410e0tw2,0,0,2,1,0,0,0,0,0,0,1,12
jbz1y5sl,1,0,1,1,1,1,1,0,0,0,1,12
njz0vu08,1,1,1,1,0,1,1,0,0,1,0,12
1yemb6kz,1,2,1,1,0,1,1,0,0,2,0,12
cfdf5lmg,1,1,1,1,1,1,1,0,0,1,0,12
d67hp72e,0,0,2,1,0,0,0,0,0,0,1,12
t5fns0sq,0,1,0,1,0,1,1,0,0,2,0,12
387fhffi,1,2,1,1,0,1,1,0,0,3,0,12
kn4swjew,0,1,0,0,0,0,0,1,0,2,0,12
tgyt0okw,1,0,1,1,1,1,1,0,0,2,0,12
4alcifnr,1,1,1,1,0,1,1,0,0,3,0,12
68araqh7,0,2,0,0,0,0,0,0,0,3,0,12
79qn2mgn,1,1,1,1,1,1,1,0,0,0,0,12
7vz4x7mn,1,2,2,1,0,1,1,0,0,1,0,12
hb9e1b5f,1,0,2,1,1,1,1,0,0,0,0,12
vnykm72k,0,0,0,0,0,0,0,0,0,2,0,12
dz4i0852,0,0,0,0,0,0,0,1,0,1,0,12
iuanzkch,0,1,0,0,0,0,0,2,0,2,0,12
hogk0jl9,0,2,0,0,0,0,0,1,0,3,0,12
xcoc0hf4,0,0,0,0,0,0,0,2,0,1,0,12
jwexfmub,1,1,1,1,1,1,1,0,0,0,0,12
j1e40ha7,1,0,1,1,1,1,1,0,0,1,0,12
c1h7bw1a,1,1,1,1,0,1,1,0,0,3,0,12
7u0jmbd5,0,0,0,0,0,0,0,2,0,1,0,12
4de7ayta,1,2,1,1,1,1,1,0,0,1,0,12
48l4ehb6,1,0,1,1,1,1,1,0,0,2,0,12
awima2e6,0,0,0,0,0,0,0,0,0,1,0,12
3mrhtpe3,0,1,2,1,0,0,0,0,0,3,0,12
ttjy4cwz,1,1,1,1,1,1,1,0,0,1,0,12
2dxnce3p,1,2,2,1,0,1,1,0,0,3,0,12
edydbr11,0,0,0,0,0,0,0,0,0,1,0,12
0j3nkqts,1,1,1,1,1,1,1,0,0,1,0,12
5kkr5060,0,1,0,0,0,0,0,2,0,1,0,12
n1yognqv,0,1,2,1,0,0,0,0,0,3,0,12
g84r969y,0,1,0,0,0,0,0,3,0,1,0,12
kudii6oy,1,1,1,1,0,1,1,0,0,3,0,12
nil7z8nt,0,0,0,0,0,0,0,3,0,1,0,12
g004gng8,1,1,1,1,1,1,1,0,0,2,0,12
yaiqosbx,1,2,1,1,0,1,1,0,0,2,0,12
my8o7lk6,0,0,0,0,0,0,0,0,0,1,0,12
idw6uw5h,1,0,1,1,0,1,1,0,0,1,0,12
4qopg1ub,0,1,0,0,0,0,0,3,0,1,0,12
l3hb9yeg,1,2,1,1,1,1,0,0,0,3,0,12
d39a3neo,0,2,0,0,0,0,0,2,0,2,0,12
kxq00qk5,1,0,1,1,1,1,1,0,0,1,0,12
h3fu78yg,1,1,1,1,1,1,1,0,0,2,0,12
26ovv9nz,1,2,2,1,0,1,1,0,0,3,0,12
o73qrv2n,0,1,2,1,0,0,0,0,0,3,0,12
odyzp5vx,0,0,2,1,0,0,0,0,0,1,0,12
fkw475f4,0,2,0,1,0,1,1,0,0,2,0,12
9jhn3kb4,0,0,0,0,0,0,0,1,0,0,0,12
2be0jkh2,0,0,2,1,0,0,0,0,0,2,0,12
3vpcaply,0,0,2,1,0,0,0,0,0,1,0,12
s270rho2,1,2,1,1,0,1,1,0,0,1,0,12
i3ugntg2,0,1,0,0,0,0,0,1,0,2,0,12
idr031u6,1,2,2,1,0,1,1,0,0,2,0,12
hdp578ga,0,1,2,1,0,0,0,0,0,3,0,12
8a4otv31,1,0,1,1,0,1,1,0,0,2,0,12
ubop1qmx,1,1,1,1,0,1,1,0,0,2,0,12
dxl7j2a8,0,0,0,1,1,1,1,0,0,1,0,12
sqajrww1,0,0,0,0,0,0,0,2,0,1,0,12
dqtauj4v,1,2,1,1,0,1,1,0,0,1,0,12
czeeddwe,1,2,1,1,1,1,1,0,0,1,0,12
c3206739,0,1,0,0,0,0,0,1,0,1,0,12
qctopukw,1,1,1,1,1,1,1,0,0,3,0,12
apblb506,1,2,1,1,0,1,0,0,0,2,0,12
fpeptlxo,1,1,2,1,0,1,1,0,0,1,0,12
t30mf55p,0,1,0,0,0,0,0,0,0,1,0,12
n26lbqa5,1,0,1,1,1,1,1,0,0,1,0,12
4qo41x6y,0,1,1,1,1,1,1,0,0,2,0,12
yofqpucq,1,1,1,1,1,1,1,0,0,2,0,12
uvakwdur,0,1,0,0,0,0,0,2,0,1,0,12
i6lqx8ts,0,0,0,0,0,0,0,0,0,1,0,12
y7ezhr8w,0,1,0,0,0,0,0,0,0,2,0,12
4uuf90e3,0,1,0,0,0,0,0,1,0,2,0,12
519slsew,0,0,0,0,0,0,0,1,0,1,0,12
m3vk4d40,1,2,1,1,0,1,1,0,0,3,0,12
e4uy9bw2,0,0,0,0,0,0,0,0,0,0,0,12
mzj836b0,0,1,0,0,0,0,0,0,0,2,0,12
przvq4kq,1,1,1,1,1,1,0,0,0,2,0,12
p1dzzr2s,1,1,2,1,1,1,1,0,0,2,0,12
lxt7o6sm,1,1,1,1,0,1,0,0,0,1,0,12
n9hxv5lk,0,2,0,0,0,0,0,3,0,1,0,12
5s59rl9r,1,2,2,1,0,1,1,0,0,0,0,12
o7pqerl1,1,2,1,1,0,1,1,0,0,3,0,12
kesgwead,0,1,2,1,0,0,0,0,0,3,0,12
v5p7lv20,1,2,2,1,0,1,1,0,0,2,0,12
5ie1bpu4,0,2,0,0,0,0,0,2,0,2,0,12
1gblxsq7,1,2,1,1,0,1,1,0,0,2,0,12
5zc86wny,1,1,1,1,0,1,1,0,0,3,0,12
8s1edw15,1,2,1,1,0,1,1,0,0,1,0,12
z4v1vnsp,1,1,1,1,1,1,1,0,0,1,0,12
hksrzrsd,1,2,1,1,0,1,1,0,0,2,0,12
f6t1qroy,1,2,1,1,0,1,1,0,0,1,0,12
x6n7t8hs,1,2,1,1,1,1,1,0,0,1,0,12
92ybpwat,0,0,0,0,0,0,0,1,0,1,0,12
5kipyxnx,1,1,1,1,0,1,1,0,0,1,0,12
jyf560kk,0,1,0,0,0,0,0,1,0,1,0,12
p7c86bd0,1,1,1,1,1,1,1,0,0,0,0,12
lqy09jik,1,1,1,1,1,1,1,0,0,1,0,12
7voc4ywi,1,1,2,1,0,1,1,0,0,1,0,12
q5n6k41z,0,2,0,0,0,0,0,3,0,1,0,12
bptmjh3d,1,2,1,1,0,1,1,0,0,1,0,12
s9ck61wv,0,0,2,1,0,0,0,0,0,1,0,12
scbb77jn,1,2,1,1,0,1,1,0,0,1,0,12
6xnpwopr,0,0,0,0,0,0,0,1,0,1,0,12
9iua8wlt,0,1,0,0,0,0,0,2,0,0,0,12
bieu6mpr,1,1,1,1,0,1,1,0,0,1,0,12
3di9vioo,1,0,1,1,0,1,1,0,0,1,0,12
drsd3gfr,1,1,1,1,1,1,1,0,0,1,0,12
z2rsp6um,1,1,2,1,1,1,1,0,0,1,0,12
ag8yu9h7,1,1,1,1,1,1,1,0,0,1,0,12
cdxl50hf,1,2,1,1,0,1,1,0,0,2,0,12
9cikjguk,0,2,0,0,0,0,0,1,0,1,0,12
0mrw3gqi,1,0,1,1,1,1,1,0,0,0,0,12
fh8ly4jj,1,1,1,1,1,1,1,0,0,1,0,12
m0rj3925,0,0,2,1,0,0,0,0,0,0,0,12
7qaw85j9,1,2,2,1,0,1,1,0,0,2,0,12
zuqpu1wo,0,0,0,0,0,0,0,0,0,0,0,12
jj2wn94h,1,2,1,1,0,1,1,0,0,1,0,12
1csmmf08,1,1,1,1,1,1,1,0,0,1,0,12
sca5toky,1,2,1,1,0,1,1,0,0,1,0,12
0jkf3488,1,1,2,1,1,1,1,0,0,0,0,12
ktiz1h1g,0,1,2,1,0,0,0,0,0,1,0,12
8uqq7nj7,0,1,0,0,0,0,0,1,0,1,0,12
biqw1l36,0,2,0,0,0,0,0,0,0,2,0,12
bysqs2ac,0,0,0,0,0,0,0,1,0,0,0,12
vywegvat,0,1,0,0,0,0,0,1,0,1,0,12
2ygzmnz9,0,0,0,0,0,0,0,0,0,0,0,12
jicuopmz,0,0,2,1,0,0,0,0,0,0,0,12
3j49d97z,1,1,2,1,1,1,1,0,0,1,0,12
bi13mblu,1,2,1,1,0,1,1,0,0,1,0,12
unioj1gy,0,0,0,0,0,0,0,0,0,1,0,12
3rqszw2y,1,1,2,1,0,1,0,0,0,0,0,12
g990zma5,1,1,1,1,0,1,1,0,0,1,0,12
8g2iaxf0,1,1,1,1,0,1,1,0,0,1,0,12
ds12f176,0,0,0,0,0,0,0,0,0,1,0,12
51cbn7o1,0,0,0,1,0,1,1,0,0,0,0,12
c7k2ws0c,1,1,1,1,0,1,1,0,0,1,0,12
g91ye1x3,1,2,2,1,1,1,1,0,0,0,0,12
57n9cs6z,1,1,1,1,0,1,1,0,0,1,0,12
nq2n4d1a,1,2,1,1,1,1,0,0,0,1,0,12
z668vjdm,0,0,2,1,0,0,0,0,0,2,0,12
0x4d1g7c,1,1,1,1,1,1,1,0,0,0,0,12
qslltb0b,1,2,1,1,1,1,1,0,0,3,0,12
tl39jvsk,1,1,1,1,0,1,1,0,0,1,0,12
hk4udpqv,1,1,1,1,1,1,1,0,0,1,0,12
8886ungo,1,0,1,1,0,0,0,0,0,0,0,12
k1bp6zpx,1,1,1,1,0,1,1,0,0,1,0,12
ody1m92z,0,0,2,1,0,0,0,0,0,1,0,12
i6gy2wgj,1,1,2,1,1,1,1,0,0,1,0,12
nxc2bm09,0,1,1,1,0,1,1,0,0,1,0,12
dnwj15ee,0,1,2,1,0,0,0,0,0,2,0,12
itjzqni7,1,2,1,1,1,1,1,0,0,1,0,12
1eydd0jj,1,2,1,1,0,1,1,0,0,0,0,12
fxz8rqvu,1,2,1,1,0,1,1,0,0,0,0,12
n7vpemz2,1,2,1,1,0,1,1,0,0,1,0,12
kd4ugm89,0,2,0,0,0,0,0,0,0,1,0,12
1qzlh5mu,0,1,2,1,0,0,0,0,0,2,0,12
8takecva,1,2,1,1,0,1,0,0,0,2,0,12
074xligf,1,1,1,1,0,1,0,0,0,1,0,12
mh3nw2gr,1,2,1,1,1,1,1,0,0,1,0,12
1v3nqxwb,0,1,0,0,0,0,0,2,0,0,0,12
jwxxxv7d,1,1,2,1,1,1,1,0,0,1,0,12
8b7ikkdg,1,1,1,1,1,1,1,0,0,0,0,12
7dv78fh8,0,1,0,0,0,0,0,1,0,1,0,12
8cyh64c7,0,0,2,1,0,0,0,0,0,0,0,12
v26mzb6c,0,2,1,1,1,1,0,0,0,1,0,12
3c7rd5ya,1,2,2,1,0,1,1,0,0,1,0,12
cclaxe7w,1,2,2,1,1,1,1,0,0,1,0,12
6e0ikkw9,1,2,1,1,0,1,1,0,0,0,0,12
